id,word_freq,match,average_length,cluster_name
7729,"[('fireplus', 1)]",['fireplus'],1.0,fireplus
7730,"[('bulemazi', 1)]","['bulemazi', 'bulemezi']",1.0,bulemazi
7731,"[('pelikan', 1)]",['pelikan'],1.0,pelikan
7732,"[('galactic', 1)]",['galactic'],1.0,galactic
7733,"[('', 2), ('yog', 1), ('auto', 1), ('mobile', 1), ('parts', 1), ('co.', 1), ('ltd', 1), ('bajaj', 1)]",['yog auto mobile'],7.0, yog auto mobile parts co. ltd
7734,"[('proctor', 1)]",['proctor'],1.0,proctor
7735,"[('shauliacal', 1)]",['shauliacal'],1.0,shauliacal
7736,"[('europlus', 1)]",['europlus'],1.0,europlus
7737,"[('novo', 2), ('nordisk', 1)]",['novo'],2.0,novo nordisk
7738,"[('forest', 1)]",['forest'],1.0,forest
7739,"[('c&zbrothers', 1)]",['c&zbrothers'],1.0,c&zbrothers
7740,"[('powergard', 1), ('powergad', 1)]","['powergard', 'powergad']",1.0,powergard
7741,"[('super', 1), ('union', 1), ('import', 1), ('&expot', 1)]",['super union'],4.0,super union import &expot
7742,"[('fasay', 1), ('agro', 1)]",['fasay'],2.0,fasay agro
7743,"[('hartex', 1), ('{bicycle', 1), ('tube}', 1)]",['hartex {bicycle'],3.0,hartex {bicycle tube}
7744,"[('cipium', 1)]",['cipium'],1.0,cipium
7745,"[('lifetech', 2), ('lifetec', 1), ('limited', 1)]","['lifetec', 'lifetech']",1.0,lifetech
7746,"[('egerton', 2), ('university', 1)]",['egerton'],2.0,egerton university
7747,"[('fahali', 1), ('eden', 1)]",['fahali'],2.0,fahali eden
7748,"[('soil', 1), ('is', 1), ('gold', 1)]",['soil is'],3.0,soil is gold
7749,"[('omicap', 1)]",['omicap'],1.0,omicap
7750,"[('gagawala', 1), ('sawuriyako', 1)]",['gagawala'],2.0,gagawala sawuriyako
7751,"[('fair', 1), ('price', 1), ('ug', 1)]",['fair price'],3.0,fair price ug
7752,"[('chania', 1), ('general', 1), ('stockist', 1)]",['chania general'],3.0,chania general stockist
7753,"[('nakuru', 1), ('kirinyaka', 1), ('feeds', 1), ('industry', 1)]",['nakuru kirinyaka'],4.0,nakuru kirinyaka feeds industry
7754,"[('durafix', 1)]",['durafix'],1.0,durafix
7755,"[('nemarid', 1)]",['nemarid'],1.0,nemarid
7756,"[('zoechem', 1)]","['zoechem', 'oechem']",1.0,zoechem
7757,"[('obama', 2), ('smoothline', 1)]",['obama'],2.0,obama smoothline
7758,"[('biharwe', 1)]",['biharwe'],1.0,biharwe
7759,"[('mukisa', 1), ('agro', 1)]",['mukisa'],2.0,mukisa agro
7760,"[('masterguard', 1)]",['masterguard'],1.0,masterguard
7761,"[('sassy', 3), ('cosmetics', 3), ('beauty', 2), ('and', 1), ('ltd', 1), ('&', 1)]",['sassy cosmetics'],4.0,sassy cosmetics beauty and
7762,"[('panagric', 1)]",['panagric'],1.0,panagric
7763,"[('kfeeds', 1)]","['kfeeds', 'feeds']",1.0,kfeeds
7764,"[('amar', 1), ('fabrics', 1), ('ksm', 1)]",['amar fabrics'],3.0,amar fabrics ksm
7765,"[('kaudse', 1), ('uganda', 1)]",['kaudse'],2.0,kaudse uganda
7766,"[('eddy', 1), ('rabbit', 1), ('breeders', 1)]",['eddy rabbit'],3.0,eddy rabbit breeders
7767,"[('supergrain', 1)]",['supergrain'],1.0,supergrain
7768,"[('moment', 1)]",['moment'],1.0,moment
7769,"[('herbzalive', 1), ('ea', 1)]",['herbzalive'],2.0,herbzalive ea
7770,"[('kenylon', 1)]",['kenylon'],1.0,kenylon
7771,"[('diazinon', 1)]",['diazinon'],1.0,diazinon
7772,"[('enochem', 1)]",['enochem'],1.0,enochem
7773,"[('execcellent', 1), ('exaccellent', 1), ('excellent', 1), ('execellent', 1), ('exccellent', 1)]","['execcellent', 'execellent', 'exccellent', 'exaccellent', 'excellent']",1.0,execcellent
7774,"[('charm', 3), ('max', 1), ('socks', 1), ('industries', 1)]",['charm'],2.0,charm max
7775,"[('altantis', 1)]","['altantis', 'alantis', 'atlantis']",1.0,altantis
7776,"[('associated', 1), ('beverages', 1)]",['associated'],2.0,associated beverages
7777,"[('ceramic', 1)]",['ceramic'],1.0,ceramic
7778,"[('blister', 1), ('plister', 1)]","['blister', 'plister']",1.0,blister
7779,"[('kapemectin', 1)]",['kapemectin'],1.0,kapemectin
7780,"[('codial', 1)]",['codial'],1.0,codial
7781,"[('canvas', 1)]",['canvas'],1.0,canvas
7782,"[('kerigen', 1)]",['kerigen'],1.0,kerigen
7783,"[('koral', 2), ('paint', 1), ('paints', 1)]","['koral', 'oral']",2.0,koral paint
7784,"[('perfection', 1)]",['perfection'],1.0,perfection
7785,"[('mosanto', 1), ('dekalb', 1), ('bayer', 1)]",['mosanto dekalb'],3.0,mosanto dekalb bayer
7786,"[('altramix', 1)]","['altramix', 'ultramix']",1.0,altramix
7787,"[('steve', 1), ('madden', 1)]",['steve'],2.0,steve madden
7788,"[('jonnes@fao', 1)]",['jonnes@fao'],1.0,jonnes@fao
7789,"[('atlqntis', 1)]","['atlqntis', 'atlantis']",1.0,atlqntis
7790,"[('penstrep', 1)]",['penstrep'],1.0,penstrep
7791,"[('maybelline', 1)]",['maybelline'],1.0,maybelline
7792,"[('redcat', 1)]",['redcat'],1.0,redcat
7793,"[('engaano', 1)]",['engaano'],1.0,engaano
7794,"[('enza', 1), ('zaden', 1)]","['enza', 'eneza']",2.0,enza zaden
7795,"[('gembala', 1), ('farm', 1)]",['gembala'],2.0,gembala farm
7796,"[('chemteck', 1)]",['chemteck'],1.0,chemteck
7797,"[('bronchoped', 1)]",['bronchoped'],1.0,bronchoped
7798,"[('imetengenezwa', 1)]",['imetengenezwa'],1.0,imetengenezwa
7799,"[('bumali', 1), ('and', 1), ('family', 1)]",['bumali and'],3.0,bumali and family
7800,"[('cleanshelf', 1), ('rongai', 1)]",['cleanshelf'],2.0,cleanshelf rongai
7801,"[('largan', 1)]",['largan'],1.0,largan
7802,"[('labo', 1), ('derma', 1)]","['labo', 'lab']",2.0,labo derma
7803,"[('smooth', 2), ('ride', 1)]",['smooth'],2.0,smooth ride
7804,"[('alexal', 2), ('packagers', 1), ('packers', 1)]",['alexal'],2.0,alexal packagers
7805,"[('ethiopia', 1)]",['ethiopia'],1.0,ethiopia
7806,"[('fit', 1), ('and', 1), ('light', 1), ('electric', 1)]",['fit and'],4.0,fit and light electric
7807,"[('khandewal', 1), ('ltd', 1)]",['khandewal'],2.0,khandewal ltd
7808,"[('abuu', 1), ('traders', 1)]",['abuu'],2.0,abuu traders
7809,"[(""la'fresh"", 1), ('lafresh', 1)]","[""la'fresh"", 'lafresh']",1.0,la'fresh
7810,"[('habfarmha', 1)]","['habfarmha', 'habfarm']",1.0,habfarmha
7811,"[('artist', 1), ('brush', 1)]",['artist'],2.0,artist brush
7812,"[('power', 2), ('supplements', 1)]",['power supplements'],3.0,power supplements
7813,"[('chris', 1), ('adams', 1)]",['chris'],2.0,chris adams
7814,"[('powergesic', 1), ('gel', 1)]",['powergesic'],2.0,powergesic gel
7815,"[('dura', 2), ('chem', 1), ('coat', 1)]",['dura'],2.0,dura chem
7816,"[('aliona', 1)]",['aliona'],1.0,aliona
7817,"[('milcure', 1)]",['milcure'],1.0,milcure
7818,"[('welding', 1), ('rod', 1), ('12g', 1)]",['welding rod'],3.0,welding rod 12g
7819,"[('zion', 1), ('traders', 1)]","['zion', 'zin']",2.0,zion traders
7820,"[('homaline', 1)]",['homaline'],1.0,homaline
7821,"[('dudumax', 3), ('comp', 1), ('ltd', 1)]",['dudumax'],2.0,dudumax comp
7822,"[('mollases', 1), ('molases', 1), ('molasses', 1), ('ltd', 1)]","['mollases', 'molases', 'molasses']",1.0,mollases
7823,"[('folichem', 1)]",['folichem'],1.0,folichem
7824,"[('catapult', 1)]",['catapult'],1.0,catapult
7825,"[('kaborus', 1), ('kabarus', 1)]","['kaborus', 'kabarus']",1.0,kaborus
7826,"[('harps', 1), ('and', 1), ('staples', 1)]",['harps and'],3.0,harps and staples
7827,"[('agrimatco', 1)]",['agrimatco'],1.0,agrimatco
7828,"[('shenyang', 1), ('aiwei', 1), ('tech.', 1), ('dev.', 1), ('co.', 1), ('ltd.', 1)]",['shenyang aiwei tech.'],6.0,shenyang aiwei tech. dev. co. ltd.
7829,"[('digital', 2), ('animal', 2), ('feeds', 1), ('feed', 1)]",['digital animal'],3.0,digital animal feeds
7830,"[('haifa', 1), ('israel', 1), ('ltd.', 1)]",['haifa israel'],3.0,haifa israel ltd.
7831,"[('capital', 2), ('feeds', 1)]",['capital'],2.0,capital feeds
7832,"[('maroo', 2), ('polymers', 2), ('limited', 1), ('ltd', 1)]",['maroo polymers'],3.0,maroo polymers limited
7833,"[('kenpoly', 2), ('manufacturers', 2), ('limited', 1), ('ltd', 1)]",['kenpoly manufacturers'],3.0,kenpoly manufacturers limited
7834,"[('agro', 1), ('firm', 1), ('feeds', 1)]","['agro firm', 'agro farm']",3.0,agro firm feeds
7835,"[('biryani', 1), ('rice', 1), ('ltd', 1)]",['biryani rice'],3.0,biryani rice ltd
7836,"[('mazaokg', 3), ('chemicals', 1), ('chem', 1)]","['mazaokg', 'mazao kg', 'mazaok']",2.0,mazaokg chemicals
7837,"[('plowman', 1), ('enterprice', 1)]",['plowman'],2.0,plowman enterprice
7838,"[('biodealpharma', 1), ('ltd', 1)]",['biodealpharma'],2.0,biodealpharma ltd
7839,"[('zhejiang', 1), ('co.', 1), ('ltd', 1)]",['zhejiang co.'],3.0,zhejiang co. ltd
7840,"[('mbeki', 2), ('feeds', 2), ('limited', 1), ('ltd', 1)]",['mbeki feeds'],3.0,mbeki feeds limited
7841,"[('leo', 2), ('feeds', 2), ('co', 1), ('ltd', 1), ('co.ltd', 1)]",['leo feeds'],4.0,leo feeds co ltd
7842,"[('tykuun', 1), ('agri', 1), ('solutions', 1)]",['tykuun agri'],3.0,tykuun agri solutions
7843,"[('frudun', 1), ('pharmaceutical', 1)]",['frudun'],2.0,frudun pharmaceutical
7844,"[('0sho', 1), ('chemical', 1)]",['0sho'],2.0,0sho chemical
7845,"[('la', 1), ('marina', 1), ('supplies', 1)]",['la marina'],3.0,la marina supplies
7846,"[('shabiki', 1), ('farm', 1), ('feeds', 1)]",['shabiki farm'],3.0,shabiki farm feeds
7847,"[('', 4), ('wellstock', 2), ('k', 2), ('ltd.', 1), ('ltd', 1)]",['wellstock (k)'],3.0, wellstock k
7848,"[('hebeinew', 1), ('century', 1)]","['hebeinew', 'hebei new']",2.0,hebeinew century
7849,"[('match', 2), ('masters', 2), ('limited', 1), ('ltd', 1)]",['match masters'],3.0,match masters limited
7850,"[('en', 1), ('jays', 1), ('pharmaceuticals', 1)]",['en jays'],3.0,en jays pharmaceuticals
7851,"[('export', 1), ('corporation', 1), ('ltd', 1)]",['export corporation'],3.0,export corporation ltd
7852,"[('kenya', 1), ('veticare', 1), ('ltd', 1)]",['kenya veticare'],3.0,kenya veticare ltd
7853,"[('amka', 2), ('ltd', 2), ('products', 1), ('product', 1)]","['amka products', 'amka product']",3.0,amka ltd products
7854,"[('&', 3), ('fertilizers', 2), ('chemicals', 2), ('ltd', 2), ('fertilizer', 2), ('fertiliser', 1), ('chemical', 1), ('ltd.', 1)]","['fertilizers &', 'fertilizer &', 'fertilizers', 'fertiliser &', 'fertilizer']",3.0,& fertilizers chemicals
7855,"[('kenya', 1), ('pyretherm', 1), ('board', 1)]",['kenya pyretherm'],3.0,kenya pyretherm board
7856,"[('phoschem', 2), ('ltd', 2), ('ent', 1), ('ent.', 1)]","['phoschem ent', 'phoschem ent.']",3.0,phoschem ltd ent
7857,"[('ltd', 2), ('biosciences', 1), ('afrivet', 1)]",['biosciences ltd/afrivet'],3.0,ltd biosciences afrivet
7858,"[('isagro', 1), ('asia', 1), ('', 1), ('agrochemical', 1), ('ltd', 1)]",['isagro(asia) agrochemical'],3.0,isagro asia 
7859,"[('nova', 1), ('atlas', 1), ('', 1), ('uk', 1), ('ltd', 1)]",['nova atlas'],3.0,nova atlas 
7860,"[('mbolea', 1), ('halisi', 1), ('ltd', 1)]",['mbolea halisi'],3.0,mbolea halisi ltd
7861,"[('goldengate', 2), ('holdings', 2), ('limited', 1), ('ltd', 1)]",['goldengate holdings'],3.0,goldengate holdings limited
7862,"[('', 6), ('u', 3), ('ltd', 3), ('adan', 2), ('byadan', 1)]","['byadan (u)', 'adan (u)']",3.0, u ltd
7863,"[('mamujee', 1), ('products', 1), ('ltd', 1)]",['mamujee products'],3.0,mamujee products ltd
7864,"[('faith', 1), ('agro', 1), ('inputs', 1), ('ltd', 1)]",['faith agro-inputs'],3.0,faith agro inputs
7865,"[('mabalabandi', 1), ('ventures', 1)]",['mabalabandi'],2.0,mabalabandi ventures
7866,"[('house', 2), ('farmltd', 1), ('farm', 1)]","['house', 'hose']",2.0,house farmltd
7867,"[('michamo', 1), ('farm', 1), ('feeds', 1)]",['michamo farm'],3.0,michamo farm feeds
7868,"[('biotech', 1), ('co.', 1), ('ltd', 1)]",['biotech co.'],3.0,biotech co. ltd
7869,"[('cosmos', 1), ('tanzania', 1), ('ltd', 1)]",['cosmos tanzania'],3.0,cosmos tanzania ltd
7870,"[('bemu', 1), ('vet', 1), ('supplies', 1), ('ltd', 1)]",['bemu vet'],4.0,bemu vet supplies ltd
7871,"[('east', 1), ('west', 1), ('seeds', 1), ('company', 1)]","['east-west seeds', 'east-west seed']",3.0,east west seeds
7872,"[('nyonaso', 1), ('farm', 1), ('enterprise', 1)]",['nyonaso farm'],3.0,nyonaso farm enterprise
7873,"[('roll', 2), ('agrovet', 2), ('', 2), ('ltd', 2), ('t', 1)]",['roll agrovet'],4.0,roll agrovet  ltd
7874,"[('parikh', 1), ('packaging', 1), ('private', 1), ('ltd', 1)]",['parikh packaging'],4.0,parikh packaging private ltd
7875,"[('odylian', 1), ('agroscience', 1), ('consult', 1)]",['odylian agroscience'],3.0,odylian agroscience consult
7876,"[('e', 1), ('n', 1), ('jays', 1), ('pharmaceutical', 1)]",['e-n-jays'],2.0,e n
7877,"[('hightech', 1), ('p&r.', 1), ('ltd', 1)]",['hightech p&r.'],3.0,hightech p&r. ltd
7878,"[('sisco', 1), ('reseach', 1), ('laboratories', 1)]",['sisco reseach'],3.0,sisco reseach laboratories
7879,"[('hamashbir', 1), ('agriculture', 1)]",['hamashbir'],2.0,hamashbir agriculture
7880,"[('heaven', 1), ('dove', 1), ('ltd', 1)]",['heaven dove'],3.0,heaven dove ltd
7881,"[('owma', 1), ('health', 1), ('care', 1)]",['owma health'],3.0,owma health care
7882,"[('pulse', 2), ('pharmaceuticals', 1)]",['pulse'],2.0,pulse pharmaceuticals
7883,"[('farmsafe', 1), ('agrochemicals', 1), ('company', 1), ('ltd', 1)]",['farmsafe agrochemicals'],4.0,farmsafe agrochemicals company ltd
7884,"[('jemmy', 2), ('enterprises', 1)]",['jemmy jemmy'],3.0,jemmy enterprises
7885,"[('boresha', 1), ('farm', 1), ('feeds', 1)]",['boresha farm'],3.0,boresha farm feeds
7886,"[('mbesa', 1), ('feeds', 1), ('limited', 1)]",['mbesa feeds'],3.0,mbesa feeds limited
7887,"[('bk', 1), ('syringes', 1), ('ltd.', 1)]",['bk syringes'],3.0,bk syringes ltd.
7888,"[('omena', 1), ('supplier', 1)]",['omena'],2.0,omena supplier
7889,"[('bayer', 1), ('pty', 1), ('ltd', 1)]","['bayer(pty)ltd', 'bayer(pty)']",1.0,bayer
7890,"[('', 2), ('balton', 1), ('u', 1), ('ltd', 1)]","['balton (u)', 'balton u']",3.0, balton u
7891,"[('t.chemicals', 1)]","['t.chemicals', 'chemicals']",1.0,t.chemicals
7892,"[('mukwano', 1), ('company', 1), ('ltd', 1)]",['mukwano company'],3.0,mukwano company ltd
7893,"[('mbuthy', 1), ('input', 1), ('limited', 1)]",['mbuthy input'],3.0,mbuthy input limited
7894,"[('the', 1), ('searle', 1), ('company', 1), ('ltd', 1)]",['the searle'],4.0,the searle company ltd
7895,"[('ngabatrace', 1), ('hardware', 1)]",['ngabatrace'],2.0,ngabatrace hardware
7896,"[('pestgon', 2), ('limited', 1), ('ltd', 1)]",['pestgon'],2.0,pestgon limited
7897,"[('betta', 1), ('oak.', 1), ('chemicals', 1)]",['betta oak.'],3.0,betta oak. chemicals
7898,"[('ironmandistributors', 1), ('u', 1), ('ltd', 1)]",['ironmandistributors(u)ltd'],1.0,ironmandistributors
7899,"[('farmbase', 1), ('limited', 1), ('tz', 1)]",['farmbase limited'],3.0,farmbase limited tz
7900,"[('seedco', 1), ('tanzania', 1), ('limited', 1)]",['seedco tanzania'],3.0,seedco tanzania limited
7901,"[('famas', 1), ('light', 1), ('ventures', 1)]",['famas-light'],2.0,famas light
7902,"[('fmc', 2), ('corporation', 2), ('chemicals', 1), ('chemical', 1)]","['fmc chemicals', 'fmc chemical']",3.0,fmc corporation chemicals
7903,"[('homey', 1), ('constraction', 1), ('ltd', 1)]",['homey constraction'],3.0,homey constraction ltd
7904,"[('mount', 1), ('meru', 1), ('millers', 1)]",['mount meru'],3.0,mount meru millers
7905,"[('irah', 1), ('do', 1), ('chemicals', 1)]",['irah do'],3.0,irah do chemicals
7906,"[('growers', 1), ('ltd', 1)]",['growers'],2.0,growers ltd
7907,"[('naicia', 1), ('upendo', 1), ('investment', 1), ('ltd', 1)]",['naicia upendo'],4.0,naicia upendo investment ltd
7908,"[('chemeron', 1), ('ltd', 1)]",['chemeron'],2.0,chemeron ltd
7909,"[('', 2), ('bioscience', 1), ('k', 1), ('ltd', 1)]","['bioscience( k)', 'bioscience k', 'biosciences k']",3.0, bioscience k
7910,"[('spinx', 1), ('pharmaceuticals', 1)]","['spinx', 'spinix', 'sphinx']",2.0,spinx pharmaceuticals
7911,"[('household', 1), ('pharma', 1), ('ltd', 1)]",['household pharma'],3.0,household pharma ltd
7912,"[('b$d', 2), ('entreprise', 1), ('enterprise', 1)]",['b$d'],2.0,b$d entreprise
7913,"[('servier', 1), ('egypt', 1), ('industries', 1), ('ltd', 1)]",['servier egypt'],4.0,servier egypt industries ltd
7914,"[('goflama', 1), ('millers', 1)]",['goflama'],2.0,goflama millers
7915,"[('n.k', 1), ('vetal', 1), ('supplies', 1)]","['n.k vetal', 'n.k vet']",3.0,n.k vetal supplies
7916,"[('hello', 1), ('products', 1), ('ltd', 1)]",['hello products'],3.0,hello products ltd
7917,"[('jiangsu', 1), ('agrochem', 1), ('ltd', 1)]",['jiangsu agrochem'],3.0,jiangsu agrochem ltd
7918,"[('agrogold', 1), ('ltd', 1)]",['agrogold'],2.0,agrogold ltd
7919,"[('real', 1), ('limited', 1), ('company', 1)]",['real limited'],3.0,real limited company
7920,"[('medicaux', 1), ('healthcare', 1)]","['medicaux', 'medica']",2.0,medicaux healthcare
7921,"[('roman', 1), ('healthcare', 1)]",['roman'],2.0,roman healthcare
7922,"[('malchick', 1), ('company', 1), ('limited', 1)]",['malchick company'],3.0,malchick company limited
7923,"[('pp', 1), ('agricultural', 1), ('twine', 1)]",['pp agricultural'],3.0,pp agricultural twine
7924,"[('zhejia', 1), ('industry', 1), ('co.ltd', 1)]",['zhejia industry'],3.0,zhejia industry co.ltd
7925,"[('ddp', 1), ('agroscience', 1)]",['ddp'],2.0,ddp agroscience
7926,"[('dkteastafrica.org', 1)]",['dkteastafrica.org'],1.0,dkteastafrica.org
7927,"[('fmc', 1), ('cooporation', 1), ('ltd', 1)]",['fmc cooporation'],3.0,fmc cooporation ltd
7928,"[('fal', 1), ('agencies', 1)]",['fal'],2.0,fal agencies
7929,"[('njonjeni', 1), ('entreprises', 1)]","['njonjeni', 'njonjemi']",2.0,njonjeni entreprises
7930,"[('jamii', 2), ('industrial', 1), ('ltd', 1)]",['jamii'],2.0,jamii industrial
7931,"[('aesthetic', 1), ('pet', 1), ('care', 1)]",['aesthetic pet'],3.0,aesthetic pet care
7932,"[('aerte', 1), ('pharmaceuticals', 1)]",['aerte'],2.0,aerte pharmaceuticals
7933,"[('cello', 1), ('plastic', 1), ('ltd', 1)]",['cello plastic'],3.0,cello plastic ltd
7934,"[('bright', 1), ('farm', 1), ('supplies', 1)]",['bright farm'],3.0,bright farm supplies
7935,"[('benmon', 2), ('chamicals', 1), ('chemicals', 1)]",['benmon'],2.0,benmon chamicals
7936,"[('silent', 1), ('green', 1), ('ltd', 1)]",['silent green'],3.0,silent green ltd
7937,"[('', 2), ('mediplus', 1), ('india', 1), ('ltd', 1)]",['mediplus (india)'],3.0, mediplus india
7938,"[('halisi', 1), ('grain', 1), ('pulse', 1)]",['halisi grain'],3.0,halisi grain pulse
7939,"[('mazao', 2), ('plus', 2), ('limited', 1), ('ltd', 1)]",['mazao plus'],3.0,mazao plus limited
7940,"[('mutudwe', 1), ('chemicals', 1), ('mutundwe', 1), ('chemical', 1)]","['mutudwe', 'mutundwe']",2.0,mutudwe chemicals
7941,"[('premium', 1), ('feeds', 1), ('limited', 1)]",['premium feeds'],3.0,premium feeds limited
7942,"[('samah', 1), ('company', 1), ('ltd', 1)]",['samah company'],3.0,samah company ltd
7943,"[('shadong', 1), ('muzyang', 1), ('pesticide', 1), ('chemical', 1), ('industry', 1), ('group', 1), ('co.ltd', 1)]",['shadong muzyang pesticide'],7.0,shadong muzyang pesticide chemical industry group co.ltd
7944,"[('aedenchem', 1), ('suppliers', 1), ('aden', 1), ('chem', 1), ('ltd', 1)]","['aedenchem', 'edenchem', 'adenchem', 'aden chem']",2.0,aedenchem suppliers
7945,"[('shrinelifesciences', 1)]",['shrinelifesciences'],1.0,shrinelifesciences
7946,"[('arab', 1), ('veterinary', 1), ('industrial', 1), ('co', 1)]",['arab veterinary'],4.0,arab veterinary industrial co
7947,"[('housefarm', 2), ('ltd', 2), ('house', 2), ('farm', 2), ('limited', 1)]","['housefarm', 'house farm']",2.0,housefarm ltd
7948,"[('united', 1), ('bio_shanghai', 1), ('and', 1), ('shanghai', 1), ('pharmaceutical', 1)]",['united bio_shanghai'],5.0,united bio_shanghai and shanghai pharmaceutical
7949,"[('starlin', 1), ('seeds', 1)]","['starlin', 'starling']",2.0,starlin seeds
7950,"[('royal', 1), ('crop', 1), ('science', 1)]",['royal crop'],3.0,royal crop science
7951,"[('dck', 1)]",['dck'],1.0,dck
7952,"[('sip', 1)]",['sip'],1.0,sip
7953,"[('ranjuh', 1), ('bakers', 1)]",['ranjuh'],2.0,ranjuh bakers
7954,"[('aldeepo', 1)]",['aldeepo'],1.0,aldeepo
7955,"[('smd', 1)]",['smd'],1.0,smd
7956,"[('romuma', 1)]",['romuma'],1.0,romuma
7957,"[('labcare', 1)]",['labcare'],1.0,labcare
7958,"[('farmgrow', 1)]",['farmgrow'],1.0,farmgrow
7959,"[('udv', 1)]",['udv'],1.0,udv
7960,"[('ldk', 1)]",['ldk'],1.0,ldk
7961,"[('pernod', 1), ('ricard', 1), ('india', 1)]",['pernod ricard'],3.0,pernod ricard india
7962,"[('lifeguard', 1)]",['lifeguard'],1.0,lifeguard
7963,"[('tapandout', 1)]",['tapandout'],1.0,tapandout
7964,"[('avc', 1)]",['avc'],1.0,avc
7965,"[('coslec', 2), ('ltd', 1)]",['coslec'],2.0,coslec ltd
7966,"[('lute', 1), ('ice', 1), ('producers', 1)]",['lute ice'],3.0,lute ice producers
7967,"[('mapacha', 1)]",['mapacha'],1.0,mapacha
7968,"[('omis', 1)]",['omis'],1.0,omis
7969,"[('kenindagro', 1)]",['kenindagro'],1.0,kenindagro
7970,"[('wsi', 1)]",['wsi'],1.0,wsi
7971,"[('moekem', 1)]",['moekem'],1.0,moekem
7972,"[('kiwi', 2), ('ltd', 1)]",['kiwi'],2.0,kiwi ltd
7973,"[('patel', 1)]",['patel'],1.0,patel
7974,"[('stage', 1), ('kamau', 1), ('traders', 1)]",['stage kamau'],3.0,stage kamau traders
7975,"[('amtec', 2), ('big', 1)]",['amtec'],2.0,amtec big
7976,"[('manira', 1)]",['manira'],1.0,manira
7977,"[('louisiana', 1)]",['louisiana'],1.0,louisiana
7978,"[('pika', 1)]",['pika'],1.0,pika
7979,"[('apdl', 1)]",['apdl'],1.0,apdl
7980,"[('bic', 1)]",['bic'],1.0,bic
7981,"[('sosoft', 1)]",['sosoft'],1.0,sosoft
7982,"[('femella', 1)]",['femella'],1.0,femella
7983,"[('inficare', 1)]",['inficare'],1.0,inficare
7984,"[('nyahururu', 1), ('vet', 1)]",['nyahururu'],2.0,nyahururu vet
7985,"[('spray', 1), ('pump', 1)]",['spray'],2.0,spray pump
7986,"[('amaya', 1)]",['amaya'],1.0,amaya
7987,"[('sherey', 1), ('punjab', 1)]",['sherey'],2.0,sherey punjab
7988,"[('bbs', 1)]",['bbs'],1.0,bbs
7989,"[('paul', 1)]","['paul', 'pal']",1.0,paul
7990,"[('mawe', 1)]",['mawe'],1.0,mawe
7991,"[('ed', 1)]",['ed'],1.0,ed
7992,"[('tcb', 1)]",['tcb'],1.0,tcb
7993,"[('orgaz', 1)]",['orgaz'],1.0,orgaz
7994,"[('gnail', 1)]","['gnail', 'gnails', 'nail']",1.0,gnail
7995,"[('jambo', 2), ('martin', 2), ('co', 1), ('millers', 1)]",['jambo martin'],3.0,jambo martin co
7996,"[('aldai', 1), ('doctors', 1), ('clinic', 1)]",['aldai doctors'],3.0,aldai doctors clinic
7997,"[('clincleer', 1)]",['clincleer'],1.0,clincleer
7998,"[('tiang', 1), ('jing', 1)]","['tiang', 'tian']",2.0,tiang jing
7999,"[('maz', 1)]",['maz'],1.0,maz
8000,"[('dragon', 1)]",['dragon'],1.0,dragon
8001,"[('kush', 1)]",['kush'],1.0,kush
8002,"[('trigol', 1)]",['trigol'],1.0,trigol
8003,"[('joyland', 1)]",['joyland'],1.0,joyland
8004,"[('dixa', 1)]",['dixa'],1.0,dixa
8005,"[('vasopack', 1)]",['vasopack'],1.0,vasopack
8006,"[('ebenezer', 1), ('silage', 1), ('bag', 1), ('makers', 1)]",['ebenezer silage'],4.0,ebenezer silage bag makers
8007,"[('kagadi', 1)]",['kagadi'],1.0,kagadi
8008,"[('hogo', 1), ('pigs', 1)]",['hogo'],2.0,hogo pigs
8009,"[('perola', 1)]",['perola'],1.0,perola
8010,"[('domestos', 1), ('poweder', 1)]",['domestos'],2.0,domestos poweder
8011,"[('self', 1)]",['self'],1.0,self
8012,"[('arimis', 1)]","['arimis', 'armis']",1.0,arimis
8013,"[('tsc', 1)]",['tsc'],1.0,tsc
8014,"[('gideon', 1), ('richter', 1)]",['gideon'],2.0,gideon richter
8015,"[('mayor', 1)]",['mayor'],1.0,mayor
8016,"[('nuru', 1)]",['nuru'],1.0,nuru
8017,"[('ivomec', 1)]",['ivomec'],1.0,ivomec
8018,"[('elle', 1)]",['elle'],1.0,elle
8019,"[('zuku', 1)]",['zuku'],1.0,zuku
8020,"[('questa', 1)]",['questa'],1.0,questa
8021,"[('maguzi', 1)]",['maguzi'],1.0,maguzi
8022,"[('bispanol', 1)]",['bispanol'],1.0,bispanol
8023,"[('emas', 1)]","['emas', 'eas']",1.0,emas
8024,"[('bamba', 1), ('aquadelight', 1), ('safari', 1)]",['bamba/aquadelight/safari'],1.0,bamba
8025,"[('typaned', 1)]",['typaned'],1.0,typaned
8026,"[('efi', 1)]",['efi'],1.0,efi
8027,"[('butaboom', 1)]",['butaboom'],1.0,butaboom
8028,"[('robstar', 1)]",['robstar'],1.0,robstar
8029,"[('apothecary', 1)]",['apothecary'],1.0,apothecary
8030,"[('apdi', 1)]",['apdi'],1.0,apdi
8031,"[('mav', 1)]",['mav'],1.0,mav
8032,"[(""clark's"", 1)]","[""clark's""]",1.0,clark's
8033,"[('world', 1), ('class', 1)]",['world'],2.0,world class
8034,"[('changging', 1), ('fangtong', 1)]","['changging', 'chongging']",2.0,changging fangtong
